Дата_время,Дата,Температура в 00:00,Погода в 00:00,Температура в 01:00,Погода в 01:00,Температура в 02:00,Погода в 02:00,Температура в 03:00,Погода в 03:00,Температура в 04:00,Погода в 04:00,Температура в 05:00,Погода в 05:00,Температура в 06:00,Погода в 06:00,Температура в 07:00,Погода в 07:00,Температура в 08:00,Погода в 08:00,Температура в 09:00,Погода в 09:00,Температура в 10:00,Погода в 10:00,4-8_GHz_start,4-8_GHz_stop,4-8_GHz_note,Callisto_start,Callisto_stop,Callisto_note,"0,05-3_GHz_start","0,05-3_GHz_stop","0,05-3_GHz_note",3-24_GHz_start,3-24_GHz_stop,3-24_GHz_note,3-6_GHz_start,3-6_GHz_stop,3-6_GHz_note,6-12_GHz_start,6-12_GHz_stop,6-12_GHz_note,12-24_GHz_start,12-24_GHz_stop,12-24_GHz_note,2-24_GHz_start,2-24_GHz_stop,2-24_GHz_note,Дежурные
2023-09-22 00:00:00,2023-09-22,4.0,облачно,15.0,обл/солн,18.0,облачно,18.0,облачно,18.0,облачно,18.0,облачно,20.0,солнце,20.0,солнце,18.0,облачно,17.0,туча/дождь,16.0,дождь,00:15,09:30,Управление включено в тестовом режиме,00:15,09:30,,00:15,09:30,,00:15,09:30,,00:15,09:30,"перекл.синхр.6:21,6:48,стойки7:20",00:15,09:45,"перез/ген:0:22;1:35,1:39;1:43;2:18;2:58;3:27;4:50;6:12;перекл.синхр.6:21,6:48,стойки7:20,перез.ген.7:45,8:20,9:10,9:36",00:15,09:30,перекл.синхр.6:21,,,ремонт,
2023-09-23 00:00:00,2023-09-23,5.0,облачно,10.0,облочно,15.0,облачно,17.0,облачно,17.0,облачно,17.0,облачно,17.0,облачно,17.0,обл/солен,16.0,солн/обл,16.0,обл/солен,15.0,облачно,00:15,09:30,тестовый режим,00:15,09:30,,00:19,09:30,,00:19,09:30,,00:15,09:30,перек/генер:5:08;перекл/телем:0:46(на 0);5:48(на 10); 6:45(0);,00:15,09:30,"перек/телем:0:46(0с):5:48(10с);6:45(0с),перез/ген:1:23;3:54;4:18;4:40;4:57;5:32;5:42;6:02;6:20,6:28,6:45;8:01;8:19",00:15,09:30,Перез/ген:2:48;,,,ремонт,
2023-09-24 00:00:00,2023-09-24,5.0,туман,6.0,туман,9.0,пасмурно,11.0,пасмурно,18.0,солнце,21.0,солнце,21.0,солнце,19.0,солнце,19.0,солнце,19.0,солнце,18.0,солнце,00:15,09:30,тестовый режим,00:15,09:30,,00:15,09:30,,00:15,09:30,,00:15,09:30,перкл/тел:0:18(10);0:41(0);6:00(3);               перез/ген:3:37;,00:17,09:30,перек/тем:0:18(10);0:41(0);6:00(3);перез/ген: нет до 1:15(сброс стойки);3:05; 3:42;3:47;4:10;4:30;5:17;5:34;5:54;6:14;6:33;7:01;7:14;7:20;7:38;7:42;8:10;,00:15,09:30,до 0:36 плохо работала;,,,ремонт,
2023-09-25 00:00:00,2023-09-25,3.0,дождь,3.0,дождь/снег,3.0,дождь,3.0,пасмурно,3.0,пасмурно,4.0,дождь,4.0,дождь,4.0,пасмурно,4.0,пасмурно,3.0,пасмурно,3.0,пасмурно,00:15,09:30,тестовый режим,00:15,09:30,,00:15,09:30,,00:15,09:30,,00:15,09:30,перез/генер:0:45;,00:15,09:30,перез/ген:1:06;1:38;1:46;1:49;2:20;2:29;2:50;3:39;4:35;5:55;6:04;6:44;7:50;8:13;,00:15,09:30,запись регистр.останов:с 1:04до4:12;,,,ремонт,
2023-09-26 00:00:00,2023-09-26,0.0,снег,1.0,снег,2.0,снег,4.0,снег,4.0,снег,4.0,снег,5.0,снег,5.0,снег,4.0,снег,3.0,снег,2.0,снег,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,09:30,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,,,Отключение эл./эн.,
2023-09-27 00:00:00,2023-09-27,2.0,пасмурно,3.0,пасмурно,4.0,пасмурно,7.0,пасмурно,9.0,пасмурно,10.0,пасмурно,11.0,пасмурно,10.0,пасмурно,10.0,пасмурно,9.0,облачно,9.0,облачно,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,09:30,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,,,Отключение эл./эн.,
2023-09-28 00:00:00,2023-09-28,4.0,солнце,7.0,солнце,9.0,облачно,14.0,солнце,19.0,солнце,20.0,солнце,18.0,солнце,11.0,дождь,11.0,облачно,10.0,облачно,10.0,облачно,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,00:00,09:30,Отключение эл./эн.,00:00,00:00,Отключение эл./эн.,,,Отключение эл./эн.,
2023-09-29 00:00:00,2023-09-29,-1.0,туман,0.0,солнце,4.0,солнце,7.0,солнце,9.0,солнце,15.0,солнце,17.0,солнце,18.0,солнце,15.0,солнце,14.0,солнце,13.0,солнце,00:20,09:30,,00:20,09:30,,00:20,01:28,Работают геодезисты.,00:20,01:28,Работают геодезисты.,00:20,01:28,Работают геодезисты.,00:20,09:30,Работают геодезисты.,00:20,01:28,Работают геодезисты.,,,ремонт,
2023-09-30 00:00:00,2023-09-30,-1.0,солнце,3.0,солнце,13.0,солнце,15.0,солнце,18.0,солнце,20.0,солнце,20.0,солнце,17.0,солнце,16.0,облачно,15.0,солнце,13.0,солнце,00:20,09:30,,00:20,09:30,,00:20,09:30,перез/генер:0:51;,00:20,09:30,перез/генер:0:51;,00:20,09:30,,00:20,09:30,Перез/ген-00:28; 4.38:5.36:,00:20,09:30,,,,ремонт,
2023-10-01 00:00:00,2023-10-01,0.0,пасмурно,1.0,солнце,8.0,солнце,9.0,солнце,15.0,солнце,15.0,солнце,14.0,облачно,14.0,облачно,13.0,облачно,13.0,облачно,12.0,облачно,00:20,01:28,Отключение эл./эн.,00:20,01:28,Отключение эл./эн.,00:20,01:28,Отключение эл./эн.,00:20,01:28,Отключение эл./эн.,00:20,01:28,Отключение эл./эн.,00:44,09:30,Перез/ген-00:38; 1.00:Отключиние эл./эн.,00:20,01:28,Перез/ген:00:28;01.00:Отключение эл./эн.,,,ремонт,
2023-10-02 00:00:00,2023-10-02,-1.0,пасмурно,3.0,пасмурно,5.0,облачно,8.0,облачно,9.0,облачно,9.0,облачно,9.0,облачно,8.0,облачно,8.0,облачно,7.0,облачно,7.0,облачно,00:20,09:30,,00:20,09:30,,02:15,09:30,,02:15,09:30,,02:15,09:30,,02:15,09:30,1-24:стоят:2.15 - 2.38 - догон,02:10,09:30,,,,ремонт,
2023-10-03 00:00:00,2023-10-03,-1.0,облачно,3.0,облачно,5.0,облачно,7.0,облачно,7.0,облачно,10.0,облачно,12.0,облачно,12.0,облачно,12.0,облачно,12.0,облачно,12.0,облачно,01:30,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,07 40-перез/генер.,00:20,09:20,Перезаг/ген:00:40; 01:02; 01:40; 01:47; 02:00; 02:11; 02:22; 02:41; 02:45;03:30; 03:57;,00:20,,07:40; 08:39-перез/генер,,,ремонт,
2023-10-04 00:00:00,2023-10-04,-3.0,солнце,5.0,солнце,8.0,солнце,14.0,солнце,17.0,солнце,19.0,солнце,19.0,солнце,18.0,солнце,15.0,солнце,14.0,солнце,13.0,солнце,00:30,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,07:15-перез/ген.,00:20,09:20,Перезаг/ген:00:29; 00:44; 01:20; 01:45,,,Отключили,,,ремонт,
2023-10-05 00:00:00,2023-10-05,-1.0,облачно,0.0,облачно,5.0,облачно,10.0,облачно,15.0,облачно,20.0,облачно,18.0,облачно,17.0,облачно,15.0,облачно,13.0,облачно,12.0,облачно,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,04:37-перез/ген.,00:20,09:20,Перез/ген:01:38; 03:40; 05:55; 06:10; 08:13,,,Отключили,,,ремонт,
2023-10-06 00:00:00,2023-10-06,-1.0,солнце,3.0,солнце,9.0,облачно,13.0,облачно,17.0,облачно,19.0,облачно,18.0,облачно,18.0,солнце,16.0,солнце,16.0,солнце,15.0,солнце,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,Перез/ген-05:20; 06:26; 07:54; 08:05,00:25,09:20,Перез/ген-02:30; 03:14; 03:30; 07:34,00:30,09:20,Перез/ген-03:30; 04:50; 06:05,,,ремонт,
2023-10-07 00:00:00,2023-10-07,-2.0,облачно,6.0,солнце,15.0,солнце,18.0,солнце,20.0,солнце,22.0,солнце,22.0,солнце,22.0,солнце,20.0,солнце,19.0,солнце,17.0,солнце,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,Перез/ген-02:43; 03:40; 06:57;,00:25,09:20,Перез/ген-0:55; 01:22; 01:50;,00:30,09:20,Перез/ген00:40; 01:01;05:31; 05:51; 06:00; 06:57;07:31;,,,ремонт,
2023-10-08 00:00:00,2023-10-08,0.0,солнце,9.0,солнце,11.0,солнце,15.0,солнце,21.0,солнце,22.0,солнце,22.0,солнце,22.0,солнце,19.0,солнце,17.0,солнце,16.0,солнце,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,00:20,Перез/ген-04:20; 05:42;,00:25,09:20,Перез/ген-00:40; 03:30; 04;35; 04:45; 05:03; 08:38;,00:30,09:20,,,,ремонт,
2023-10-09 00:00:00,2023-10-09,0.0,солнце,1.0,солнце,11.0,солнце,18.0,солнце,22.0,солнце,23.0,солнце,23.0,солнце,23.0,солнце,17.0,солнце,16.0,солнце,15.0,солнце,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,Перез/ген-00:38; 03:20; 04:30; 04:30;07:10; 07:22;,00:25,09:20,Перез/ген-01:36;04:30; 07:03; 06:58; 07:10; 07:15;08:37;,00:30,09:20,Перез/ген-01:40; 02:42;,,,ремонт,
2023-10-10 00:00:00,2023-10-10,0.0,солнце,2.0,солнце,9.0,солнце,14.0,"обл,сол",19.0,солнце,20.0,солнце,21.0,солнце,18.0,солнце,17.0,облачно,16.0,облачно,15.0,облачно,00:20,09:20,,00:20,09:20,,00:20,09:20,перез/генер:05:40 - 06.09;,00:20,09:20,перез/генер:05:40 - 06.09;,00:30,09:20,Перез/ген-01:25;01:54;05.58;7.13,00:25,09:20,Перез/ген-02:09;03.25;05.38;7.13;8.40;9.15,00:30,09:20,Перез/ген-06.02;6.48;7.00;7.48;8.15,,,ремонт,
2023-10-11 00:00:00,2023-10-11,0.0,солнце,4.0,солнце,12.0,солнце,16.0,солнце,19.0,солнце,21.0,солнце,21.0,солнце,19.0,солнце,18.0,солнце,17.0,солнце,16.0,солнце,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,,00:20,09:20,Перез.ген.5:59,00:38,09:20,Перез/ген-00:50;,00:35,09:20,"Перез/ген-01.30; 8:18, 8:28, 8:43",,,ремонт,
2023-10-12 00:00:00,2023-10-12,0.0,солнце,6.0,солнце,13.0,солнце,21.0,солнце,23.0,солнце,25.0,солнце,24.0,солнце,20.0,солнце,19.0,солнце,18.0,солнце,16.0,солнце,00:30,09:20,,00:30,09:20,,00:30,09:20,,00:30,09:20,,00:35,09:20,Перез.ген.5:30;6.48;7.23,00:35,09:20,,00:35,09:20,Перез/ген- 8:20:,,,ремонт,
2023-10-13 00:00:00,2023-10-13,-2.0,солнце,2.0,солнце,9.0,солнце,12.0,солнце,15.0,облачно,15.0,солнце,16.0,солнце,18.0,солнце,19.0,солнце,19.0,ветер,18.0,ветер,00:30,09:20,,00:30,09:20,,00:30,09:20,перез/генер:08.05;,00:30,09:20,перез/генер:08.05;,00:35,09:20,Перез.ген.1:15;2.09;5.20,00:35,09:20,Перез/ген-2:50;8.22,00:35,09:20,Перез/ген- 1:22; 4:20,,,ремонт,
2023-10-14 00:00:00,2023-10-14,4.0,пасмурно,4.0,пасмурно,4.0,пасмурно,6.0,облачно,9.0,солнце,15.0,солнце,15.0,солнце,12.0,солнце,10.0,солнце,9.0,солнце,8.0,солнце,00:30,09:20,,00:30,09:20,,00:30,09:20,сбой 8:08,00:30,09:20,сбой 8:08,00:30,09:20,"Перез.ген.1:35;3:00;3:44,5.13;7.34;7.54",00:50,09:20,Перез/ген -2.16;3.13;5.13;5.32;7.56;,00:30,09:20,Перез/ген- 2:18; 3:36;5.27;6.50;7.02;9.06;9.16,,,ремонт,
2023-10-15 00:00:00,2023-10-15,-6.0,солнце,0.0,солнце,6.0,солнце,11.0,солнце,13.0,солнце,16.0,солнце,18.0,солнце,15.0,солнце,14.0,солнце,13.0,солнце,12.0,солнце,00:30,09:20,,00:30,09:20,,00:30,09:20,перезапуск 8:02,00:30,09:20,перезапуск 8:02,00:30,09:20,"Перез.ген.0:38;1.35;7.04;7.17,7.22,7.51;7.53;8.08",00:30,09:20,Перез/ген - 0.40;6.30;,00:30,09:20,Перез/ген- 2:37;3.40;4.12;7.16 нет места на диске;7.45,,,ремонт,
2023-10-16 00:00:00,2023-10-16,0.0,пасмурно,1.0,пасмурно,2.0,пасмурно,4.0,пасмурно,6.0,облачно,7.0,облачно,8.0,облачно,8.0,облачно,7.0,облачно,6.0,облачно,4.0,облачно,00:30,09:20,,00:30,09:20,,00:30,09:20,Перезапуск 8:01,00:30,09:20,Перезапуск 8:01,00:30,09:20,"Перез.ген.0:42,1.03,3.27,7:08,7:41,7:48,7:51,8:05, 8:09",00:30,09:20,"Перез/ген - 0.44;1.47;3.58, 7:04,7:39, 7:59, 8:28",00:30,09:20,"7:06,7:19, 8:07, 8:13, 8:15, 8:43, 8:47",,,ремонт,
2023-10-17 00:00:00,2023-10-17,0.0,туман,1.0,пасмурно,1.0,пасмурно,3.0,облачно,5.0,облачно,6.0,облачно,7.0,облачно,7.0,облачно,6.0,облачно,6.0,облачно,5.0,облачно,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,"Перез/ген-00:52;02:37; 3:52, 07:41; 08:30;",00:35,09:00,Перез/ген -02:18; 05:08;,00:40,09:00,Перез/ген-00:55; 01:32; 03:15; 08:01;,,,ремонт,
2023-10-18 00:00:00,2023-10-18,2.0,пасмурно,3.0,пасмурно,4.0,облачно,6.0,облачно,9.0,облачно,8.0,облачно,8.0,облачно,8.0,облачно,7.0,облачно,6.0,облачно,5.0,облачно,00:30,09:00,ремонт редуктора по сопровождению,00:30,09:00,,00:30,09:00,Перезапуск 07:47,00:30,09:00,Перезапуск 07:47,00:30,09:00,"Перез.ген.4:18;04:28;04:30;04:46;08:15;8:49,9:03",00:35,09:00,Перез/ген-06:36; 07:06; 07:47;,00:40,09:00,Перез/ген-01:10;02:37; 3:5105:31; 06:31; 08:22; 08:32;,,,ремонт,
2023-10-19 00:00:00,2023-10-19,0.0,солнце,1.0,солнце,7.0,солнце,15.0,солнце,17.0,солнце,18.0,солнце,18.0,солнце,15.0,солнце,12.0,солнце,11.0,солнце,10.0,солнце,00:30,09:00,04:30-остановка (ППР)- 04:56,00:30,09:00,,00:30,09:00,Перезапуск 07:43,00:30,09:00,Перезапуск 07:43,00:30,09:00,Перез/ген-00:55; 00:59; 02:39; 02:45; 05:51; 07:55; 08:21; 08:43;,00:35,09:00,,00:40,09:00,Перез/ген-01:55; 03:04; 04:46; 05:35; 08:40;,,,ремонт,
2023-10-20 00:00:00,2023-10-20,-5.0,солнце,0.0,солнце,5.0,солнце,13.0,солнце,16.0,солнце,20.0,солнце,19.0,солнце,17.0,солнце,15.0,солнце,13.0,солнце,12.0,солнце,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,Перез/ген-08:19;,00:35,09:00,Перез/ген-01:47; 05:40; 06:03; 07:08;,,,Вышел из строя гетеродин,,,ремонт,
2023-10-21 00:00:00,2023-10-21,-5.0,солнце,0.0,солнце,9.0,солнце,15.0,солнце,20.0,солнце,20.0,солнце,18.0,солнце,15.0,солнце,14.0,солнце,13.0,солнце,12.0,солнце,00:30,09:00,,00:30,09:00,,00:30,09:00,Перезапуск 00: 59,00:30,09:00,Перезапуск 00: 59,00:30,09:00,Перез/ген-00:55; 00:59; 02:39; 02:45; 05:51; 07:55; 08:21; 08:43;,00:35,09:00,Перез/ген-00:50; 03:20; 03:32; 04:41; 06:10; 06:55;,,,Вышел из строя гетеродин,,,ремонт,
2023-10-22 00:00:00,2023-10-22,-3.0,облачно,-1.0,облачно,9.0,облачно,14.0,облачно,17.0,облачно,17.0,облачно,15.0,облачно,13.0,облачно,11.0,облачно,10.0,облачно,9.0,облачно,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:41,09:00,Перез/ген-06:20;,00:51,09:00,Перез/ген-06:54; 08:36;,,,Вышел из строя гетеродин,,,ремонт,
2023-10-23 00:00:00,2023-10-23,-3.0,облачно,-2.0,облачно,3.0,облачно,7.0,облачно,15.0,солнце,15.0,солнце,15.0,солнце,11.0,cолнце,11.0,облачно,10.0,облачно,8.0,облачно,00:30,09:00,,00:30,09:00,,00:30,09:00,Перезапуск 03: 10;04:45; 07:10;,00:30,09:00,Перезапуск 03: 10;04:45; 07:10;,00:30,09:00,Перез/ген-01:02; 01:18;,00:35,09:00,Перез/ген-02:40; 06:18; 08:22;,,,Вышел из строя гетеродин,,,ремонт,
2023-10-24 00:00:00,2023-10-24,1.0,дождь,1.0,дождь,1.0,снег,1.0,снег,1.0,снег,3.0,облачно,3.0,облачно,4.0,облачно,3.0,облачно,3.0,облачно,2.0,облачно,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:30,09:00,,00:35,09:00,,00:40,09:00,,,,ремонт,
2023-10-25 00:00:00,2023-10-25,-3.0,облачно,-1.0,солнце,3.0,облачно,8.0,облачно,6.0,облачно,7.0,облачно,7.0,солнце,7.0,солнце,4.0,солнце,3.0,солнце,2.0,солнце,00:40,09:00,,00:30,09:00,,00:30,09:00,Перез/ген-02:57;,00:30,09:00,Перез/ген-02:57;,00:30,09:00,Перез/ген-03:37;08.13:08.35:08.52:,00:35,09:00,Перез/ген-03:47;,00:40,09:00,Перез/ген -02:50;,,,ремонт,
2023-10-26 00:00:00,2023-10-26,-6.0,солнце,-5.0,солнце,2.0,солнце,9.0,солнце,12.0,облачно,12.0,облачно,12.0,облачно,10.0,облачно,9.0,облачно,8.0,солнце,7.0,солнце,00:45,09:00,,00:45,09:00,,00:45,09:00,Перез/ген-02:54;,00:45,09:00,Перез/ген-02:54;,00:45,09:00,Перез/ген-00:56; 01:09; 03:46; 04:39; 04:44;05:17; 06:02;,00:45,09:00,Перез/ген-04:00;,00:40,09:00,Перез/ген -01:30; 02:20; 02:32; 04:00;,,,ремонт,
2023-10-27 00:00:00,2023-10-27,-5.0,солнце,1.0,солнце,4.0,солнце,10.0,солнце,10.0,облачно,9.0,облачно,9.0,облачно,11.0,облачно,11.0,солнце,10.0,солнце,9.0,солнце,00:45,09:00,,00:45,09:00,,00:45,09:00,Перезапуск 02: 39,00:45,09:00,Перезапуск 02: 39,00:45,09:00,Перезапуск 01:48;03.28:08.04:,00:45,09:00,Перез/ген-03:15;05:21;,00:40,09:00,Перез/ген -01:15;04.03:,,,ремонт,
2023-10-28 00:00:00,2023-10-28,0.0,снег,-1.0,снег,-1.0,снег,-2.0,снег,-2.0,снег,-1.0,снег,-1.0,снег,-1.0,снег,-1.0,солнце,-1.0,облачно,-1.0,,00:45,09:00,,00:45,09:00,,00:45,09:00,Перез/ген-02:31;,00:45,09:00,Перез/ген-02:31;,00:45,09:00,Перез/ген-01:08; 02:00; 02:34; 03:46; 07:04;,00:45,09:00,,00:40,09:00,Перез/ген -03:34;03:50; 07:04;,,,ремонт,
2023-10-29 00:00:00,2023-10-29,-11.0,облачно,-4.0,солнце,0.0,солнце,5.0,солнце,7.0,солнце,7.0,солнце,4.0,солнце,1.0,солнце,0.0,солнце,-1.0,облачно,-1.0,облачно,00:45,09:00,06:20-выкл(ППР)- 06:44;,00:45,09:00,,00:45,09:00,Перез/ген-02:36; 02:50 выкл/работа Микрана,00:45,09:00,Перез/ген-02:36; 02:50 выкл/работа Микрана,00:45,09:00,Перез/ген-02:05; 02:40; 04:25; 05:19;08:27;08:43;,00:45,09:00,,00:40,09:00,Перез/ген- 02:50 выкл/работа Микрана; Перез/ген-06:33; 06:54;,,,ремонт,
2023-10-30 00:00:00,2023-10-30,-9.0,пасмурно,-8.0,пасмурно,-4.0,пасмурно,-1.0,пасмурно,0.0,пасмурно,2.0,пасмурно,2.0,обл,2.0,обл,,,,,,,00:45,09:00,,00:45,09:00,,00:45,09:00,,,,Ремонт,00:45,09:00,Перез/ген-  02:04; 02:25; 03:15; 05:03;,00:45,09:00,,00:40,09:00,Перез/ген- 01:54; 02:04; 02:25;,,,ремонт,
2023-10-31 00:00:00,2023-10-31,-6.0,"cолн,обл",-2.0,пасмурно,0.0,пасмурно,1.0,пасмурно,1.0,пасмурно,1.0,пасмурно,1.0,обл,1.0,"сол,обл",1.0,солн.,,,,,00:45,09:00,0:50:-2мин,00:45,09:00,,00:45,09:00,ремонт,,,Ремонт,00:45,09:00,Перез/ген-  02:37; 02:42; 03:10; 3:38; 05:50;06:30;,00:45,09:00,07:02 до  07:27остановили на ремонт;,00:45,09:00,Перез/ген- 01:06; 02:10; 05:59;06:08;06:45;,,,ремонт,
2023-11-01 00:00:00,2023-11-01,-4.0,порошка,-4.0,порошка,-4.0,пасмурно,-2.0,пасмурно,-1.0,пасмурно,-1.0,пасмурно,-1.0,пасмурно,-1.0,пасмурно,0.0,пасмурно,0.0,пасмурно,,,00:45,08:45,0:52:-2мин30сек,00:45,08:45,,00:45,08:45,запущена 1-на прог:Spectro503;,,,Ремонт,00:45,08:45,Перез/ген-  02:56; 06:16; 07:02;,00:45,09:00,Работал Микран,00:45,08:45,Перез/ген- 05:06; 05:23; 06:52;07:02;07:13;,,,ремонт,
2023-11-02 00:00:00,2023-11-02,-6.0,пасмурно,-6.0,поорошка,-6.0,порошка,-3.0,порошка,-4.0,порошка,-1.0,пасмурно,,,,,,,,,,,01:00,08:45,Презапуск(нет питания):1:03:-2мин,01:00,08:45,,01:00,08:45,запущена 1-на прог:Spectro503;,,,Ремонт,01:00,08:45,Перез/ген: 3:58;4:44;   с 05:33до 07:30перепрошивка Микран,01:18,09:00,не все приёмники подключились.01:10перезапуск сбой по времени; Перез/ген:3:20;,01:00,08:45,Запуск регистр:02:39(Работали  Микран) до 07:30;,,,ремонт,
2023-11-03 00:00:00,2023-11-03,-7.0,пасмурно,-7.0,пасмурно,-5.0,снег,-5.0,снег,-4.0,снег,-1.0,пасмурно,-1.0,пасмурнто,-1.0,пасмурно,-1.0,порошка,,,,,01:00,08:45,"сбой в подключении в питания;01 03(сработал стоп,подгон 8мин);",01:00,08:45,,01:00,08:45,запущена 1-на прог:Spectro503;,,,Ремонт,01:00,08:45,Перез/ген: 2:32;2:47;6:51;4:10до4:27 работа Микран,01:00,08:45,6:40до7:10 работа Микран,01:00,08:45,Перез/ген- 03:15; 05:00; 05:30;05:48;08:15; 7:20-7:45 работа Микран,,,ремонт,
2023-11-04 00:00:00,2023-11-04,-7.0,облачно,-5.0,облачно,-5.0,облачно,-3.0,облачно,-1.0,облачно,0.0,облачно,-2.0,облачно,,,,,,,,,01:00,08:45,,01:00,08:45,,01:00,08:45,запущена 1-на прог:Spectro503;,,,Ремонт,01:00,08:45,Перез/ген-  05:45; 06:50; 07:20;,01:00,08:45,,01:10,08:45,Перез/ген- 02:43; 02:56; 06:09; 07:20; 07:49;08:35,,,ремонт,
2023-11-05 00:00:00,2023-11-05,-18.0,солнце,-17.0,солнце,-10.0,солнце,-1.0,солнце,2.0,солнце,3.0,солнце,2.0,"сол, облоч",-1.0,"сол,обл",-2.0,пасмурно,,,,,01:00,08:45,-2мин.,01:00,08:45,,01:00,08:45,запущена 1-на прог:Spectro503;,,,Ремонт,01:00,08:45,Перез/ген-03:45; 04:59; 8:07; 8:30;,01:00,08:45,,01:00,08:45,Перез/ген-03:33;04:17;,,,ремонт,
2023-11-06 00:00:00,2023-11-06,-7.0,пасмурно,-6.0,пасмурно,-6.0,пасмурно,-4.0,пасмурно,-2.0,пасмурно,-2.0,пасмурно,-3.0,пасмурнто,-3.0,пасмурно,-3.0,пасмурно,,,,,01:00,08:45,-2мин.,01:00,08:45,,01:00,08:45,сбой(потеря расписания на перегоне)  Sp0612;Sp0306,,,Ремонт,01:00,08:45,Перез/ген-02:23;02:33; 04:02;04:40;5:46;6:35;6:50;7:38;,01:00,08:45,,01:00,08:45,Перез/ген-01:14;2:18;2:30;04:56;05:06;5:15;5:36;,,,ремонт,
2023-11-07 00:00:00,2023-11-07,-18.0,солнце,-16.0,солнце,-9.0,солнце,-1.0,солнце,1.0,солнце,2.0,солнце,2.0,солнце,-1.0,солнце,-4.0,солнце,,,,,01:00,08:30,-2мин.,01:00,08:30,,01:00,08:30,запущена 1-на прог:Spectro503;,,,Ремонт,01:00,08:30,Перез/ген-01:59; 03:42; 06:32;07:26;,01:00,08:30,,01:10,08:30,Перез/ген-02:51; 04:04; 04:24; 04:58; 05:44; 06:31;,,,ремонт,
2023-11-08 00:00:00,2023-11-08,-22.0,солнце,-22.0,солнце,-15.0,солнце,-6.0,солнце,-1.0,солнце,0.0,солнце,0.0,солнце,-2.0,солнце,-5.0,солнце,,,,,01:00,08:30,,01:00,08:30,,01:00,08:30,запущена 1-на прог:Spectro503;03:12;,,,Ремонт,01:00,08:30,Перез/ген-01:50; 03:17; 03:38; 03:43; 04:07; 04:49; 05:46;05:56; 06:08;,01:00,08:30,,01:20,08:30,,,,ремонт,
2023-11-09 00:00:00,2023-11-09,-24.0,солнце,-23.0,солнце,-16.0,солнце,-6.0,солнце,0.0,солнце,0.0,солнце,-2.0,солнце,-5.0,солнце,-7.0,солнце,,,,,01:00,08:30,,01:00,08:30,,01:00,08:30,запущена 1-на прог:Spectro503;03:12;,,,Ремонт,01:00,08:30,Перез/ген-02:57; 04:38; 05:39;,01:00,08:30,,01:20,08:30,"Перез.ген. 03:58,",,,ремонт,
2023-11-10 00:00:00,2023-11-10,-24.0,солнце,-23.0,солнце,-15.0,солнце,-6.0,солнце,0.0,солнце,0.0,солнце,0.0,солнце,-3.0,солнце,-5.0,солнце,,,,,01:00,08:30,,01:00,08:30,,01:00,08:30,,,,Ремонт,01:00,08:30,Перез/ген-01:26;02:57;03:27;03:30;03:43;05:25;05:45;06:28;06:55;,01:15,08:30,Перез/ген-  02:18;,01:20,08:30,Перез.ген. 01:24;03:09:05:46;,,,ремонт,
2023-11-11 00:00:00,2023-11-11,-23.0,солнце,-21.0,солнце,-15.0,солнце,-5.0,солнце,0.0,солнце,1.0,солнце,2.0,солнце,0.0,солнце,-2.0,солнце,,,,,01:00,08:30,,01:00,08:30,,01:00,08:30,,,,Ремонт,01:00,08:30,Перез/ген-05:22;06:42;08:06;,01:15,08:30,,01:20,08:30,Перез.ген. 02:18; 03:16; 05:01; 05:48;,,,ремонт,
2023-11-12 00:00:00,2023-11-12,-20.0,солнце,-20.0,солнце,-16.0,солнце,-5.0,солнце,0.0,солнце,6.0,солнце,6.0,солнце,4.0,солнце,1.0,солнце,,,,,01:00,08:30,,01:00,08:30,,01:00,08:30,,,,Ремонт,01:00,08:30,Перез/ген-05:30; 05:38;06:53;07:02;,01:15,08:30,,01:20,08:30,05:30;,,,ремонт,
